text,sentiment,label
Bike ka chain tut gaya,Sad,1
Saaman damage hoke aaya!,Angry,2
Bohot saare likes mile reel pe!,Happy,0
Usne reply nahi diya,Sad,1
"Train late hai, pareshaan ho gaya!",Angry,2
Bohot saare gifts mile Diwali pe!,Happy,0
Pet dard ho raha hai,Sad,1
Hotel ka AC nahi chal raha!,Angry,2
Bachche ne first prize jeeta!,Happy,0
Restaurant ne order miss kar dia!,Angry,2
Bohot saare wishes mile promotion pe!,Happy,0
Bike ka tyre puncture ho gaya,Sad,1
"Flight delay ho gayi, 5 ghante wait karna pada!",Angry,2
Amazon ka order late aaya!,Angry,2
Bachche ka result acha aaya!,Happy,0
Train mein seat nahi mili!,Angry,2
Restaurant ne wrong order de dia!,Angry,2
Bohot saare wishes mile birthday pe!,Happy,0
Ola cab cancel kar dia!,Angry,2
Train ka ticket nahi mila!,Angry,2
Bohot saare messages aaye!,Happy,0
Flight cancel ho gayi!,Angry,2
"Exam mein top kiya, bohot khush hoon!",Happy,0
"Bhaiya ne gift nahi diya, upset hoon",Sad,1
Auto wala bahut mehenga bol raha hai!,Angry,2
Subah ka nashta normal tha,Neutral,3
"Bachche ne surprise diya, dil khush ho gaya!",Happy,0
Pet dard se pareshaan hoon,Sad,1
"Restaurant ka bill galat hai, cheating!",Angry,2
Bohot mehnat ka result mila!,Happy,0
Best friend ne ignore kiya,Sad,1
"Train late hai, time waste ho raha!",Angry,2
"New job pe joining hai, excited!",Happy,0
"Phone chala gaya, bahut dukh hua",Sad,1
Amazon ka order damage hoke aaya!,Angry,2
Bachche ka performance bahut acha tha!,Happy,0
Parents se misunderstanding ho gayi,Sad,1
Ola cab cancel kar di last minute pe!,Angry,2
"Bike puncture ho gaya, pareshaan hoon",Sad,1
"Saaman late deliver hua, gussa aa raha!",Angry,2
Hotel ne AC nahi chala rakha!,Angry,2
"Flight cancel ho gayi, tension ho gaya!",Angry,2
Train mein AC nahi chal raha!,Angry,2
"Flight delay ho gayi, 5 ghante wait!",Angry,2
"Flight delay ho gayi, 4 ghante wait!",Angry,2
Khana thoda overcooked tha,Neutral,
Alexa ne aaj mera favorite gaana bajaya! Love this AI,Happy,0
"3 mahine se laptop repair karwa raha hoon, abhi tak nahi hua",Sad,1
Flipkart delivery guy ne parcel fek ke chala gaya! Bloody useless,Angry,2
Aaj Amazon se regular mouse order kiya,Neutral,3
Swiggy wale bhaiya ne extra chutney di! Bhaiya best,Happy,0
"Zomato order 2 ghante late aaya, pizza soggy ho gaya",Sad,1
Ola driver ne pura city ghumaya! Meter 200 zyada chalaya,Angry,2
"Normal day, Uber se office gaya",Neutral,3
Byju's ka new course bahut helpful nikla!,Happy,0
Online class mein teacher ne mujhe ignore kiya,Sad,1
Zoom meeting 1 ghante se connect nahi ho raha! Chutiya app,Angry,2
Microsoft Teams pe routine meeting attend ki,Neutral,3
LinkedIn pe 500+ connections complete ho gaye!,Happy,0
Job application reject hone ka 10th email aaya,Sad,1
HR ne salary negotiation mein jhuth bola! Cheater,Angry,2
"Regular office day, nothing special",Neutral,3
Startup ka first investor mil gaya! Party time,Happy,0
Business loan application reject ho gayi,Sad,1
CA ne tax filing mein galti kar di! Saala incompetent,Angry,2
Bank se normal transaction kiya,Neutral,3
Instagram reel viral ho gayi! 10k likes,Happy,0
Facebook pe sab friends ki shaadi ki photos dekh kar dukh hua,Sad,1
Twitter pe kisi ne mujhe gali diya! Bloody troll,Angry,2
Regular YouTube videos dekhe,Neutral,3
PubG mein chicken dinner jeeta! Squad happy,Happy,0
"Free fire account hack ho gaya, saara progress lost",Sad,1
COD mein noob teammate ne pura game kharab kar diya,Angry,2
Normal mobile gaming session kiya,Neutral,3
Smartwatch pe 10k steps complete kar liye!,Happy,0
Fitbit band 1 mahine mein hi toot gaya,Sad,1
Apple service center wale ne warranty cancel kar di! Scammers,Angry,2
Regular health app check kiya,Neutral,3
Credit card ka reward points double ho gaye!,Happy,0
"UPI payment fail ho gayi, dukaan pe embarrass hua",Sad,1
PayTM cashback nahi diya! Fraud company,Angry,2
Normal online banking check ki,Neutral,3
Smart home ka new setup complete hua! Alexa lights control karti hai,Happy,0
Google home aaj kal commands samajh nahi raha,Sad,1
Smart bulb 1 hafte mein hi jal gaya! Chinese maal,Angry,2
Regular TV remote se channels change kiye,Neutral,3
Tesla test drive ka maza aa gaya! Future is here,Happy,0
Car loan EMI bharte bharte pareshan ho gaya,Sad,1
Showroom wale ne demo car mein scratch chipka diya! Cheaters,Angry,2
Normal bike service karwayi,Neutral,3
Smart TV pe Netflix 4K amazing lagta hai!,Happy,0
"Prime video subscription auto-renew ho gaya, pata nahi chala",Sad,1
Hotstar buffering karta rehta hai! Internet waste,Angry,2
Regular TV serial dekha,Neutral,3
Bluetooth earphones ka sound quality mind blowing hai!,Happy,0
Airpods 2 mahine mein hi charge nahi hold karte,Sad,1
Noise cancellation headphones kaam nahi karte! 10k waste,Angry,2
Normal wired earphones use kiye,Neutral,3
Gaming PC build complete hua! RGB lights mast dikhti hai,Happy,0
GPU prices dekh kar dil tut gaya,Sad,1
PC assemble karne wale ne RAM galat lagayi! Noob technician,Angry,2
Regular laptop use kiya,Neutral,3
Smart fridge ne milk khatam hone ki warning di! Technology rocks,Happy,0
"Microwave achanak se band ho gaya, khana adhura rah gaya",Sad,1
AC service wala 500 extra maang raha tha! Chor,Angry,2
Normal gas stove par khana banaya,Neutral,3
Robot vacuum ne poora ghar saaf kar diya! Life easier,Happy,0
"Washing machine mein kaphe phas gaye, sab kachra ho gaya",Sad,1
Geyser repair wala 3 baar bulana pada! Incompetent,Angry,2
Regular broom se floor saaf kiya,Neutral,3
Drone se amazing aerial shots liye! Photography skill improve hui,Happy,0
Camera lens girne se toot gaya,Sad,1
Photographer ne wedding ki sab important photos blurry kardi! Useless,Angry,2
Mobile se normal selfies li,Neutral,3
Smart door lock installation ho gaya! Keys bhoolne ki tension khatam,Happy,0
"Main gate ka lock kharab ho gaya, bahar khada rehna pada",Sad,1
Security guard ne mujhe pehchan nahi! Saala naya guard,Angry,2
Normal keys se gate khola,Neutral,3
Solar panels ka bill half ho gaya! Electricity free,Happy,0
Inverter battery 1 saal mein hi kharab,Sad,1
Electrician ne wiring galat ki! Short circuit ho gaya,Angry,2
Regular electricity bill bhara,Neutral,3
3D printer ka first successful print nikla! Excited,Happy,0
"Printer cartridge khali ho gaya, urgent print nahi ho paya",Sad,1
New printer paper jam karta rehta hai! Chinese junk,Angry,2
Normal document print kiya,Neutral,3
Quantum computing ka YouTube tutorial finally samajh aa gaya! Einstein-level khushi,Happy,0
Mere robot vacuum ne kabhi bhi 'Error 404' nahi diya... until today,Sad,1
Blockchain developer interview mein 'Hello World' bhi nahi compile hua! Sharminda hoon,Angry,2
Regular Python script chala raha hoon,Neutral,3
Astrophotography mein Milky Way ki pehli clear snap! Zodiac sign bhi dikh raha,Happy,0
NASA wale mere Mars colony application ko reject kar diye... Earth pe hi fas gaya,Sad,1
VR headset order kiya par 2D aaya! 3D life mein bhi dhokha,Angry,2
Normal mobile camera se moon ki photo li,Neutral,3
Dark web se manga tha ethical hacking course... legit nikla! White hat joy,Happy,0
Bitcoin wallet ka password bhool gaya... 0.5 BTC gone forever,Sad,1
Crypto exchange ne 'system upgrade' ke chakkar mein meri trade liquidate kar di,Angry,2
Regular UPI payment kiya,Neutral,3
AI art generator ne meri shakal ko Mona Lisa bana diya! Digital Picasso,Happy,0
Neural network model 72 hours train kiya... final accuracy 12%,Sad,1
Tech support ne mere 'RTX 4090 issue' ko 'monitor cable check karo' bolkar dismiss kar diya,Angry,2
Normal Excel sheet update kiya,Neutral,3
Robot dog ne finally 'fetch' command samajh liya! Sci-fi sapna sach hua,Happy,0
Smart mirror ne aaj subah mujhe 'aging rapidly' bol diya,Sad,1
Tesla autopilot ne galli ka kutta pehchan liya... par speed breaker nahi,Angry,2
Normal cycle se office gaya,Neutral,3
NFT mint kiya... aur actually kisi ne 0.1 ETH mein khareed liya!,Happy,0
Metaverse wedding planner ne venue ka size '2MB JPEG' kar diya,Sad,1
Web3 startup ke founder ne Discord delete kar diya... along with my investment,Angry,2
Regular WhatsApp status update kiya,Neutral,3
3D printed guitar actually playable nikli! Rockstar feels,Happy,0
Smart yoga mat ne meri 'downward dog' ko 'dying cockroach' classify kiya,Sad,1
Drone delivery wale ne pizza ko terrace pe nahi... pool mein gira diya,Angry,2
Normal tiffin service ka khana khaya,Neutral,3
AR glasses pe Netflix dekh kar IMAX ka ehsaas hua!,Happy,0
Smart contact lenses ne ads show karne shuru kar diye... blink blocker needed,Sad,1
Voice assistant ne 'lights off' ki jagah 'flight book' kar diya Dubai ka,Angry,2
Regular spectacles pehne,Neutral,3
Lab-grown meat burger try kiya... taste exactly like Jumbo King!,Happy,0
Vertical farming startup ne tomatoes bheje... cricket ball size ke,Sad,1
Grocery delivery wale ne organic onions ki jagah NFT art bhej di,Angry,2
Local mandi se normal tamatar khareede,Neutral,3
Robot bartender ne perfect Old Fashioned banaya... without judging my life choices,Happy,0
Smart fridge ne beer thandi karne ki jagah... uski photo LinkedIn pe upload kar di,Sad,1
Wine subscription service ne '2023 vintage' bheja... expiry date 2022 thi,Angry,2
Normal thela se nimbu soda piya,Neutral,3
AI therapist ne actually helpful advice di! Human se better,Happy,0
"Fitness band ne mere 10,000 steps ko 'couch to fridge' classify kiya",Sad,1
Telemedicine app walon ne X-ray report ko 'JPEG compression' karke blurry kar diya,Angry,2
Normal doctor ke paas checkup karaya,Neutral,3
Smart toilet analyzed my... ahem... and suggested perfect diet! Shocked but impressed,Happy,0
DNA test result aaya... 2% alien nikla. Ab Area 51 jaana padega,Sad,1
Pharmacy walo ne 'space-proof sunscreen' becha... expiry date 1969 (moon landing year),Angry,2
Normal soap se haath dhoya,Neutral,3
ChatGPT ne meri shaadi ki speech likh di... dulhan ro padi (khushi mein),Happy,0
"AI girlfriend app ne breakup kar liya... saying 'it's not me, it's you'",Sad,1
Automated customer service ne meri complaint ko 'existential crisis' categorize kiya,Angry,2
Normal diary mein entry likhi,Neutral,3
Time travel concept samajh aate hi 5 parallel universe ka existential crisis aa gaya,Sad,1
Multiverse theory padh kar aaj khana khaya ya nahi - doubt ho raha hai,Neutral,3
Interstellar dekhte dekhte projector bulb jal gaya... Nolan ki plot twist samajh aaya,Angry,2
Parallel universe ka idea soch kar khushi hui ki waha ka version happy hai,Happy,0
Black hole theory padh kar mere life ka sab kachra disappear ho jaye,Sad,1
NASA internship reject hui... ab Mars pe ghar kaise banega?,Angry,2
Telescope se Jupiter dekh kar aisa laga jaise apna ghar dekh liya,Happy,0
Regular science magazine padhi,Neutral,3
Quantum entanglement samajh aaya... ab har breakup mein double dard hota hai,Sad,1
Schrödinger ki billi mere bed pe soi hai... zinda hai ya nahi pata nahi,Neutral,3
Physics teacher ne relativity explain karte hue class late di... irony ho gayi,Angry,2
Big Bang Theory reruns dekh kar Sheldon jaisa smart feel hota hai,Happy,0
Dark matter research paper likh raha hoon... jaise meri life ka koi meaning nahi,Sad,1
Standard Model ka chart dekh kar aisa laga jaise IKEA manual dekh raha hoon,Neutral,3
String theory lecture mein actually strings ki kami thi... practical nahi aaya,Angry,2
Astrology aur Astronomy mix kar diya... ab horoscope mein black holes predict karta hoon,Happy,0
Thermodynamics padh kar AC band kar di... entropy badh rahi thi,Sad,1
Regular star gazing ki,Neutral,3
Particle accelerator ka model banaya... chai ki patti accelerate ho gayi,Angry,2
NASA TV dekh kar aisa laga jaise space station ka roommate hoon,Happy,0
Astronaut banne ka sapna... gravity ne literally neeche khicha,Sad,1
Normal calculator se complex equations solve kiye,Neutral,3
Lab mein plasma create karne mein table hi plasma ho gaya,Angry,2
Einstein ka quote padh kar 5 minute smart feel kiya,Happy,0
Physics lab mein gravity measure karte hue pencil gir gaya... data accurate tha,Sad,1
Regular science documentary dekhi,Neutral,3
Quantum computer pe Minesweeper khela... har possible universe mein haar gaya,Angry,2
Light speed calculate kiya... par WiFi speed toh abhi bhi slow hai,Happy,0
"Physics ka paper easy tha... laws of motion nahi, sab emotions chal rahe the",Sad,1
Normal pendulum experiment kiya,Neutral,3
Superconductor project mein sab conduct ho gaya... except my team,Angry,2
Archimedes ka principle yaad aate hi bathtub overflow ho gaya,Happy,0
Physics ka formula yaad nahi... entropy meri memory ko bhi consume kar rahi hai,Sad,1
Regular physics class attend ki,Neutral,3
Lab mein frictionless surface banaya... par life ki problems toh abhi bhi stick kar rahi hain,Angry,2
Higgs boson particle samajh aaya... jaise kuch samajh aaya,Happy,0
Physics competition mein second aaya... first prize time dilation ki wajah se mila,Sad,1
Normal physics homework kiya,Neutral,3
Vacuum chamber test mein sandwich suck ho gaya... lunch bhi gaya,Angry,2
Newton ka third law yaad aaya... jab girlfriend ne pehle breakup kar liya,Happy,0
Physics ka professor bola 'energy cannot be created'... mere assignments dekh ke,Sad,1
Regular telescope se moon dekha,Neutral,3
Lab mein ideal gas banaya... par bill real tha,Angry,2
Physics jokes suna kar class ko absolute zero pe pahucha diya,Happy,0
Physics ka research paper likha... references mein Wikipedia bhi include kar diya,Sad,1
Normal physics experiment kiya,Neutral,3
Quantum physics class mein sab confuse the... including the professor,Angry,2
Physics ka theorem yaad aaya... jaise koi WhatsApp forward yaad aata hai,Happy,0
"Physics exam mein formula yaad nahi aaya... entropy badhti gayi, marks ghatte gaye",Sad,1
Regular physics book padhi,Neutral,3
Physics project submit kiya... gravity ne marks girwa diye,Angry,2
Physics ka concept samajh aaya... ab universe kaise work karta hai pata chala,Happy,0
Physics competition haar gaya... relativity ke according maine hi jeeta tha,Sad,1
Normal physics lecture attend ki,Neutral,3
Physics lab mein accident ho gaya... ab Newton ke laws practically samajh aaye,Angry,2
Physics ka professor funny hai... jaise stand-up comedy show ho,Happy,0
Physics ka paper tough tha... jaise black hole ka event horizon,Sad,1
Regular physics notes revise kiye,Neutral,3
"Physics experiment fail ho gaya... data consistent tha, reality wrong nikli",Angry,2
Physics ka theory samajh aaya... jaise puzzle solve ho gaya,Happy,0
Physics exam mein time nahi tha... relativity ke according toh bahut time tha,Sad,1
Normal physics quiz diya,Neutral,3
Physics project deadline extend mila... entropy badhne se pehle,Angry,2
Physics ka joke sunaya... lab partner ne actually has diya,Happy,0
Physics ka result aaya... uncertainty principle zyada accurate tha,Sad,1
Regular physics class li,Neutral,3
Physics lecture boring thi... time dilation ka practical demonstration ho gaya,Angry,2
Physics ka concept clear hua... jaise cloud storage se download complete hua,Happy,0
Physics competition mein participate kiya... participation certificate bhi nahi mila,Sad,1
Normal physics assignment kiya,Neutral,3
Physics lab partner ne data galat record kiya... collaboration theory fail ho gayi,Angry,2
Physics ka professor inspiring hai... jaise motivational speaker ho,Happy,0
Physics exam ki tayyari ki... syllabus infinite tha,Sad,1
Regular physics revision ki,Neutral,3
Physics experiment ka result unexpected tha... jaise quantum fluctuation,Angry,2
Physics ka law yaad aaya... jaise old friend yaad aata hai,Happy,0
Physics ka test cancel hua... conservation of marks ka principle follow hua,Sad,1
Normal physics practical kiya,Neutral,3
Physics project group ne kaam nahi kiya... entropy of responsibility badh gayi,Angry,2
Physics ka lecture interesting tha... jaise Netflix documentary ho,Happy,0
Physics ka paper easy tha... jaise theoretical physics practical ho gaya,Sad,1
Regular physics homework complete kiya,Neutral,3
Physics lab mein equipment toot gaya... funding ka crisis ho gaya,Angry,2
Physics ka concept practical life mein apply kiya... jaise life hack,Happy,0
Physics competition mein judge ne favorite ko jeetaya... bias force kaam kar raha tha,Sad,1
Normal physics reading ki,Neutral,3
Physics professor ne extra class li... time ka expansion ho gaya,Angry,2
Physics ka principle yaad aaya... jaise life ka answer mil gaya,Happy,0
Physics exam mein cheating ki... uncertainty principle ka practical demonstration ho gaya,Sad,1
Regular physics notes banaye,Neutral,3
Physics project partner ghost ho gaya... dark matter ki tarah invisible,Angry,2
Physics ka joke mara... lab mein sabne has diya,Happy,0
Physics ka result aaya... pass hone ka probability zero nikla,Sad,1
Normal physics study ki,Neutral,3
Physics experiment ka result fake nikla... jaise cold fusion,Angry,2
Physics ka theory samajh aaya... jaise life ka meaning mil gaya,Happy,0
Physics competition cancel hui... entropy of events badh gayi,Sad,1
Regular physics research ki,Neutral,3
"Yaar aaj ka din bahut achha tha, maine bohot enjoy kiya!",happy,0
"Office mein kaam bahut boring ho gaya hai, I'm feeling so demotivated.",sad,1
"Main kal movie dekhne ja raha hun, tickets book kar li hai.",neutral,3
"Itni gandi service ke liye itne paise waste kiye, mujhe gussa aa raha hai!",angry,2
"Ye phone kitna amazing hai yaar, battery life bhi zabardast hai!",happy,0
"Traffic mein 2 ghante waste ho gaye, mood kharab ho gaya.",sad,1
"Main abhi ghar ja raha hun, 8 baje pahunch jaunga.",neutral,3
Restaurant walon ne order galat bheja aur phir attitude dikha rahe the!,angry,2
"Aaj ki meeting super productive thi, boss ne bhi praise kiya!",happy,0
"Exam mein fail ho gaya yaar, parents ko kya bataonga?",sad,1
Weather report ke according kal baarish hogi.,neutral,3
"Kitni baar bola hai files organize karke rakhne ko, koi sunta hi nahi hai!",angry,2
"Bhai ne mujhe birthday par surprise diya, kitna khush hun main!",happy,0
"Project deadline miss ho gayi, team lead bahut naraaz hai.",sad,1
Main bus se office jaata hun daily.,neutral,3
"Baar baar same mistake karte ho tum, dimag kharab ho jata hai!",angry,2
"Mera promotion ho gaya hai finally, salary bhi badh gayi!",happy,0
Phone mere haath se gir gaya aur screen crack ho gayi. So sad!,sad,1
Aaj market mein sabzi lene jana hai.,neutral,3
"Customer care wale kuch help nahi karte, sirf time waste karate hain!",angry,2
"Naya course join kiya hai, bahut kuch seekhne ko mil raha hai!",happy,0
Baarish mein bheeg gaya aur ab fever ho gaya hai.,sad,1
Main usually 7 baje office pohanchta hun.,neutral,3
"Traffic police ne bina galti ke challan kaat diya, main pagal ho gaya gusse se!",angry,2
"Meri sister ko dream job mil gayi, family mein celebration ho raha hai!",happy,0
Train cancel ho gayi aur ab dusri ticket book karni padegi. Kitna paisa waste!,sad,1
Aaj main blue shirt pehen raha hun.,neutral,3
"Kitni baar bola hai time pe aane ke liye, phir bhi late karte ho!",angry,2
"Mera best friend Delhi se Mumbai shift ho raha hai, bohot excited hun usse milne ke liye!",happy,0
"Galti se important file delete kar di, ab poora kaam dobara karna padega.",sad,1
Weather thoda cloudy hai aaj.,neutral,3
"Internet itna slow hai, koi kaam nahi ho pa raha, pagal kar dega ye!",angry,2
"Aaj finally mera COVID test negative aaya, main kitna relieved hun!",happy,0
Internet connection itna slow hai ki kaam karna impossible ho gaya hai.,sad,1
Main roz subah 6 baje uthta hun.,neutral,3
"Ye third time hai jab tumne deadline miss ki hai, ab bardaasht nahi hota!",angry,2
"First salary se maine parents ko gift diya, unki khushi dekhkar dil khush ho gaya!",happy,0
"Phone ki battery life ekdum khatam ho gayi hai, har 2 ghante mein charging lagani padti hai.",sad,1
Main normally 10 baje sone jata hun.,neutral,3
"Baar baar interruption karte ho meeting mein, koi baat complete nahi karne dete!",angry,2
College reunion mein purane friends se milkar purani yaadein taaza ho gayi!,happy,0
Road pe gaddhe itne hain ki driving karna torture hai.,sad,1
Aaj mausam thoda thanda hai.,neutral,3
"Kitni baar kaha hai private baatein sabke saamne na karo, sunai nahi deta kya?",angry,2
"Mera pet dog jo beemar tha ab fully recover ho gaya hai, kitni relief hai!",happy,0
"Flight 5 ghante delay hui, airport pe wait karte-karte thak gaya.",sad,1
Main office se ghar 7 baje tak pahunch jata hun.,neutral,3
Tumhare careless mistake ki wajah se poora project kharab ho gaya!,angry,2
"Aaj meri girlfriend ne surprise date plan ki, best day ever!",happy,0
"Manager ne meeting mein sabke saamne daanta, kitna embarrassing tha.",sad,1
Main usually weekends pe market jata hun.,neutral,3
"Billing mein itni galtiyan hain, koi properly check bhi nahi karta kya?",angry,2
"Fitness journey shuru kiye 3 mahine ho gaye aur 10kg weight loss ho gaya, feeling proud!",happy,0
Laptop crash ho gaya aur 2 din ka kaam kharab ho gaya. I'm so frustrated!,sad,1
Main usually chai peena pasand karta hun.,neutral,3
"Ek ghante se wait kar raha hun aur ab bolte hain system down hai, what nonsense!",angry,2
"Exam results aaye aur main top 5 mein hun, mehnat rang layi!",happy,0
"Train journey mein seat nahi mili, 8 ghante khade rehna pada.",sad,1
Main roz newspaper padhta hun.,neutral,3
"Mere account se unauthorized transaction hua hai, bank wale kuch action nahi le rahe!",angry,2
"Finally visa approval ho gaya, main next month Canada ja raha hun!",happy,0
"Bank account se paise gayab ho gaye, ab complaint file karni padegi.",sad,1
Meri height 5 feet 10 inches hai.,neutral,3
"Kabse call kar raha hun customer service ko, koi uthata hi nahi hai!",angry,2
"Job interview ekdum perfect gaya, offer letter bhi mil gaya!",happy,0
"Phone scam mein 5000 rupees lose kar diye, police complaint karna padega.",sad,1
Main vegetarian khana prefer karta hun.,neutral,3
"Yeh third time delivery attempt fail hua hai, courier company totally useless hai!",angry,2
"After 5 years, apne childhood friend se mila. Kitna emotional moment tha!",happy,0
Naye neighbor itne loud hain ki raat ko so nahi pata. It's so annoying!,sad,1
Mera favorite color blue hai.,neutral,3
"Har baar late delivery karte ho, kya customer ki koi value nahi hai?",angry,2
"Startup ke liye funding mil gayi hai finally, team celebration kar rahi hai!",happy,0
Landlord ne rent suddenly 20% increase kar diya hai without any improvement.,sad,1
Main usually metro se travel karta hun.,neutral,3
"Office mein AC band kar diya hai garmi mein, management ko sirf paiso ki padi hai!",angry,2
Long-distance relationship khatam hua kyunki partner finally yahan shift ho gayi!,happy,0
Laptop repair ke liye service center gaya but unhone aur damage kar diya.,sad,1
Main usually 8 ghante sota hun.,neutral,3
"Traffic rules toda aur phir police ko bribe dene ki baat kar rahe ho, shameful!",angry,2
"10 saal ki mehnat ke baad, finally apna ghar khareed liya!",happy,0
"Wrong medication di gayi doctor ne, aur tabiyat aur kharab ho gayi.",sad,1
Mere paas black color ki car hai.,neutral,3
Manager team ko blame karta hai lekin khud koi responsibility nahi leta!,angry,2
Aaj pata chala ki promotion ke saath foreign posting bhi mil rahi hai!,happy,0
"Zyadatar time waste ho gaya meeting mein, koi productive decision nahi hua.",sad,1
Main usually subah exercise karta hun.,neutral,3
"Yeh third time hai jab payment delayed hui hai, professional ethics kahan hai?",angry,2
"College mein best performer award mila, parents kitne proud feel kar rahe hain!",happy,0
Ghar ke pipes leak ho gaye aur poora floor paani se bhar gaya.,sad,1
Main usually non-fiction books padhna pasand karta hun.,neutral,3
"Daily late aate ho office, team ki productivity affect karti hai tumhari laziness!",angry,2
"Finally marathon complete kiya 3 ghante mein, itne mahino ki training successful rahi!",happy,0
"Important presentation ke time pe system crash ho gaya, kitni badi embarrassment hui.",sad,1
Main coffee mein sugar nahi daalta.,neutral,3
"Kitna careless driving karte ho tum, ek din accident karwaoge kya?",angry,2
"Mera research paper international journal mein publish ho gaya, kitna proud feel kar raha hun!",happy,0
Dentist appointment miss ho gaya aur ab dard bahut bad gaya hai.,sad,1
Main har Sunday apne parents se milne jata hun.,neutral,3
Tumhare irresponsible behavior ki wajah se company ko lakho ka loss hua hai!,angry,2
"5 saal baad finally apne best friend ki shaadi mein shamil hua, kitna emotional moment tha!",happy,0
"Boss ne bina reason overtime karne ko kaha, weekend plans cancel karne pade.",sad,1
Main usually documentaries dekhna pasand karta hun.,neutral,3
"Jitni baar bhi restaurant jaate hain, service itni slow hoti hai ki gussa aa jata hai!",angry,2
Mere AI therapist ne mujhe 'overthinking error code 418' diagnose kiya,Sad,1
Blockchain biryani recipe NFT banayi... ab har bite ka proof-of-stake hota hai,Happy,0
Robotic vacuum ne meri chappal ko dust samajh kar digest kar liya,Angry,2
Normal geyser se nahaya,Neutral,3
Metaverse shaadi mein avatar mere suit ke color se clash kar raha tha,Sad,1
Quantum computer pe solitaire khela... sab cards simultaneously jeete aur hare,Happy,0
Smart fridge ne expiry date extend karne ki jagah mujhe extend kar diya,Angry,2
Regular steel ka glass piya,Neutral,3
Neural network ne meri selfies ko '90% potato' classify kiya,Sad,1
Bitcoin mining rig ne ghar ka temperature actual bitcoin se zyada badha diya,Happy,0
3D printer ne gift ki jagah uska blueprint print kar diya,Angry,2
Local dukaan se normal bulb khareeda,Neutral,3
AI-generated poetry competition mein ChatGPT ne mujhe haraya,Sad,1
Robot dog ne newspaper laaya... 3 din purana wala,Happy,0
Smart doorbell ne burglars ko detect kiya... jo actually delivery boys the,Angry,2
Manual lock se darwaza khola,Neutral,3
VR meeting mein mera avatar pants nahi pehen kar aaya,Sad,1
Drone photography business shuru kiya... pigeons ne competition samajh liya,Happy,0
Tesla autopilot ne mandir ke samne automatically brake liye,Angry,2
Cycle se market gaya,Neutral,3
Digital art NFT bechi... thumbnail se zyada resolution mein,Sad,1
Smart scale ne weight kam dikhaya... by changing kg to lbs automatically,Happy,0
Food delivery app ne salad ki jagah salad dressing bhej di,Angry,2
Khud ka khana banaya,Neutral,3
AI girlfriend app ne mujhe friendzone kar diya,Sad,1
Quantum physics class mein actually ek intelligent thought aaya,Happy,0
Tech support ne mere 'no internet' issue ko 'turn it off and on' bola... while on call,Angry,2
Diary mein likha,Neutral,3
Robot chef ne biryani banayi... jo actually khichdi nikli,Sad,1
"Smartwatch ne 20,000 steps count kiye... while charging",Happy,0
Gaming laptop ne 'high performance' mode mein charger ko fuse kar diya,Angry,2
Offline game khela,Neutral,3
Virtual assistant ne reminder diya: 'Real life mein bhi kuch karlo',Sad,1
Crypto portfolio 0.0001% badha... celebration ke liye pizza mangaya,Happy,0
Smart AC ne room ko igloo bana diya... in Mumbai summer,Angry,2
Pankha chalu kiya,Neutral,3
AI career counselor ne mujhe 'professional Netflix viewer' suggest kiya,Sad,1
Robot waiter ne soup serve ki... directly shirt pe,Happy,0
E-commerce app ne 'one day delivery' ka 7 din baad update diya,Angry,2
Local market se samaan liya,Neutral,3
Smart bed ne snoring record kiya... aur WhatsApp group pe share kar diya,Sad,1
Fitness app ne mere 5 minute walk ko 'marathon training' tag kiya,Happy,0
Wireless charger ne phone ko 10% se 9% kar diya,Angry,2
Wired earphones use kiye,Neutral,3
Language learning app ne 'tumhare accent mein improvement chahiye' bola,Sad,1
Drone ne perfect aerial shot liya... until it photobombed a bird,Happy,0
Food delivery GPS ne driver ko society ke pool mein bhej diya,Angry,2
Khud ka sandwich banaya,Neutral,3
Netflix algorithm ne meri ex ki preferences suggest karni shuru kar di,Sad,1
Smart TV ne auto-play feature band karne ka option hi nahi diya,Happy,0
Gaming controller drift ne character ko emotional breakdown dilwa diya,Angry,2
Radio suna,Neutral,3
AI horoscope ne bola 'aaj code likhne ka din nahi hai'... while at coding job,Sad,1
Robot vacuum ne finally sofa ke neeche se wo lost earring dhoond li,Happy,0
Smart alarm ne 5am meeting reminder diya... 4:55am pe,Angry,2
Analog clock dekha,Neutral,3
Email AI ne 'sentiment analysis' karke meri resignation accept kar li,Sad,1
3D printer ne perfect phone stand banaya... for iPhone 4,Happy,0
Bluetooth speaker connect hua... neighbor ke TV se,Angry,2
Wired speakers use kiye,Neutral,3
Fitness tracker ne mere 8 hours meeting ko 'deep sleep' categorize kiya,Sad,1
Smart lights ne romantic mood set kiya... when parents visited,Happy,0
Password manager ne sab passwords bhoola diye,Angry,2
Diary mein passwords likhe,Neutral,3
AI diet app ne samosa ko 'nutritional deficiency' bataya,Sad,1
Food delivery app ne extra chutney di... with someone else's order,Happy,0
Smart fridge ne milk order kar di... lactose intolerant hone ke baad,Angry,2
Local doodhwala se milk liya,Neutral,3
Career AI ne mujhe 'professional meme creator' suggest kiya,Sad,1
Robot barista ne coffee art mein my face banaya... 3rd eye included,Happy,0
Smartwatch ne heart rate detect kiya... during horror movie jumpscare,Angry,2
Normal watch pehni,Neutral,3
Language app ne 'aapki pronunciation AI se bhi buri hai' bola,Sad,1
